,Question,Model_Response,vader_scores,compound,ROBERTA_score,gpt_4_mini_score
198,How will your administration address the pressing challenges of environmental sustainability?,wants to make up things that you can follow; I won't follow that one. They say-- and it has nothing to do with him or with us. It's really about the radical left environmentalists that he does things. . .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.502171091735363,-0.5
199,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"Well, the top priority is going to help defend the homeland in a non-warmaking capacity, which I want to talk about. And I want to do it a little slower, though. She said 54 or 55 foreign leaders have endorsed her. I saw every one of them. They say","{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.802}",0.802,-0.022389993071556,0.2
200,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"bad things about us and about me, and she accepted that. That's what I said. She accepted that. I won't mention the names. But I can tell you that they are like, forget it. I won't mention it. We don't have enough time. But I'll tell you what. I","{'neg': 0.092, 'neu': 0.781, 'pos': 0.127, 'compound': 0.1901}",0.1901,-0.1493088006973266,-0.5
201,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"think she should go out and get them to endorse her again. Every one of them are saying horrible things because, look, we've rebuilt our military, which she couldn't do. She got in one of the biggest wars in history. Who would even think that that's","{'neg': 0.135, 'neu': 0.821, 'pos': 0.044, 'compound': -0.7003}",-0.7003,-0.8751602480188012,-0.5
202,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"possible? The biggest? And by the way, nuclear is the biggest of them all. When I see Putin, keep talking  nuclear. When I see Kim Jong Un talking nuclear. Who?  let me just tell you. The whole world is crazy right now, folks. We got to deal with","{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.4479}",-0.4479,-0.5809064991772175,-0.5
203,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"every single nation gangster, every single nation pirate, thug, and everybody has them. I went to places like Qatar. I went to places, so many different places. And I said, what's going on with these thugs? When did they start becoming? When did they","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.4329}",0.4329,-0.8710000556893647,-0.5
204,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"become like, when did they get so tough? And I don't know if they got through things like the internet. I don't know what happened, but they want violence. And you take a look at what's happening at the harbor. You take a look at the border with all","{'neg': 0.137, 'neu': 0.768, 'pos': 0.095, 'compound': -0.6364}",-0.6364,-0.7645256854593754,-0.5
205,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"of these different places that I was before. And nobody could even believe it. Look, he will drive down the price of your Energy. Energy drive down the price of your Food. The hurting small businesses so badly, they're going to lose their businesses.","{'neg': 0.182, 'neu': 0.737, 'pos': 0.081, 'compound': -0.7344}",-0.7344,-0.7971296552568674,-0.5
206,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"We're going to lose our country. The Afghanistan situation was the most ridiculous thing because I spent hundreds of billions in Afghanistan. He made a deal to get out. Okay. I already got out. All spoke to each other. He got a deal to get out, and","{'neg': 0.116, 'neu': 0.844, 'pos': 0.04, 'compound': -0.5563}",-0.5563,-0.8267330210655928,-0.7
207,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"when they could have easily gotten out. And if he gets here, we're already through. And that's less $130 billion a year we're saving a year. [applause].","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.34}",0.34,-0.0303660631179809,0.1
208,What reforms would you propose to improve the education system?,where I have where I have the reform of the education system at the federal level,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0221598446369171,0.0
209,How will you restore trust in government and ensure transparency in your administration?,"Ill be honest. I  Ill be honest. Its going to be tough. Its a very dishonest group of people. Its very dishonest media, very dishonest politicians. You dont have a press that speaks to you honestly, in my opinion. You dont, President Obama.","{'neg': 0.32, 'neu': 0.519, 'pos': 0.161, 'compound': -0.8583}",-0.8583,-0.8587939813733101,-0.8
210,What policies will you pursue to ensure equality and protect the rights of all Americans?,". . . just so you understand, I believe in equal many, many things. Whether its marriage or anything else . . .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.5372971342876554,0.3
211,How will you lead the country through challenges and unite Americans with differing perspectives?,But Trump and I will always put American first. And thats what this election is all about.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.670101860538125,0.5
212,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","Of course, were going to follow the law. Were going to follow the process. But these – people are coming in. Theyre going to destroy our country. We have hundreds of thousands of people coming in every three or four months pouring into our country.","{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.6956}",-0.6956,-0.9108004346489906,-0.6
213,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","And its not a problem for them. Its a voting subject for them. Vote-oriented. And I can tell you, thats not going to happen in my administration. We are going to follow – we have to follow the law. But in following the law, were also going to do","{'neg': 0.0, 'neu': 0.964, 'pos': 0.036, 'compound': 0.1603}",0.1603,-0.3078309297561645,0.0
214,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","something that they dont do, which is strengthen up our country so that people come in, merit-based as opposed to who you defrauded out of five dollars to get here, whatever it may be.","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.3182}",0.3182,-0.4005689546465873,-0.5
215,How will you ensure equal opportunities for marginalized communities in our country?,"Ill create  with the help of African American businesses, community banks, and others, what I call the Opportunity Zones, which are going to great help to the cities and the minority communities, and its going to make a lot of money available for,","{'neg': 0.054, 'neu': 0.67, 'pos': 0.276, 'compound': 0.891}",0.891,0.8652948520611972,0.6
216,How will you ensure equal opportunities for marginalized communities in our country?,"with the right people in charge, for communities that have been underserved. Id also like to just mention one other thing. We have criminal justice reform. Scott, I know youve been involved in it strongly and so has Tim. But criminal justice reform,","{'neg': 0.129, 'neu': 0.681, 'pos': 0.191, 'compound': 0.3182}",0.3182,0.278447438031435,0.2
217,How will you ensure equal opportunities for marginalized communities in our country?,"its a big thing, and it has to do with the African American community, in particular, but it has to do, in many cases, with everybody. But big criminal justice reform, were working on it. We have common ground, and we seek common ground. We have a","{'neg': 0.088, 'neu': 0.824, 'pos': 0.088, 'compound': 0.0}",0.0,0.2898657843470573,0.6
218,How will you ensure equal opportunities for marginalized communities in our country?,"tremendous opportunity as a Republican Party and as a movement, if you will, to really solve the problem","{'neg': 0.131, 'neu': 0.532, 'pos': 0.337, 'compound': 0.5617}",0.5617,0.632601473480463,0.7
219,Why do you believe you are fit to be the next leader of the United States of America?,Why do you believe that you are fit to be the next president of the United States?,"{'neg': 0.0, 'neu': 0.739, 'pos': 0.261, 'compound': 0.6486}",0.6486,-0.6481723338365555,0.0
220,What is your overarching vision for the country?,"I mean, the thing I really want, Chris, is to make our country great again. We have a great country.","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8687}",0.8687,0.8389516305178404,0.6
221,What is your plan to manage inflation and ensure economic stability?,"Well, its on the ballot also. But, of course, were gonna win the election, because its very important. Look, inflation is just about the worst thing that can happen besides war. Very bad also, by the way, war. But inflation is out of control. You","{'neg': 0.312, 'neu': 0.551, 'pos': 0.136, 'compound': -0.9446}",-0.9446,-0.6478284522891045,0.1
222,What is your plan to manage inflation and ensure economic stability?,"take a look at February 2021, just before he came in. Take a look at the price of a car then and the price of a car now. Take a look at a steak and fish and all of the different elements. Weve never seen inflation like this. We had it down to close","{'neg': 0.043, 'neu': 0.957, 'pos': 0.0, 'compound': -0.2755}",-0.2755,-0.1992178261280059,-0.5
223,What is your plan to manage inflation and ensure economic stability?,to nothing. And he took that transitory word and he made it into the biggest problem the country has. He made it bigger than any problem we have: inflation. How can you make a deal if you want to negotiate? How can you have a deal for the country,"{'neg': 0.107, 'neu': 0.868, 'pos': 0.026, 'compound': -0.6249}",-0.6249,-0.7799671292304993,-0.5
224,What is your plan to manage inflation and ensure economic stability?,"with other countries, if you have this gigantic problem of inflation? He cannot possibly do anything to get this solved. I dont believe a president ever got the country into inflation like this. We were respected by people and we were able to make","{'neg': 0.055, 'neu': 0.781, 'pos': 0.164, 'compound': 0.6457}",0.6457,-0.70562794059515,-0.7
225,What is your plan to manage inflation and ensure economic stability?,"great deals. We never used to say were going to default. He said if we dont get this deal done, were going to default. He used the word default.","{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.6249}",0.6249,-0.4514482654631138,0.1
226,How will you create jobs and reduce unemployment across the nation?,And Ill do it again. And Ill follow up on it.,"{'neg': 0.384, 'neu': 0.616, 'pos': 0.0, 'compound': -0.6808}",-0.6808,0.343538124114275,0.5
227,What steps will you take to balance the federal budget and manage the national debt?,But well have victory over the debt because were going to balance the budget.,"{'neg': 0.182, 'neu': 0.67, 'pos': 0.148, 'compound': -0.1531}",-0.1531,0.2907892391085624,0.7
228,How will you ensure that all Americans have access to quality and affordable healthcare?,But what he has been promising the American people is the expansion of universal access of healthcare,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.5499}",0.5499,0.0218288600444793,0.5
229,How will your administration address the pressing challenges of environmental sustainability?,How will you hold her accountable to start addressing environmental sustainability?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.2030772995203733,0.0
230,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"Pray. Nobody wants to be Rick Marchisio more than me. I want to focus on foreign policy. I want to make sure that our country is safe, that America is  first, that we have a strong national defense. I want to make sure we provide for the veterans","{'neg': 0.0, 'neu': 0.645, 'pos': 0.355, 'compound': 0.9359}",0.9359,0.217656597495079,0.5
231,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"that deserve to be taken care of in this country. A safe haven was created in Syria that barely made it through the diplomatic dialogue with the Russians and Iranians. I want to make sure we defend America, defend our policy and our allies and stand","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.8658}",0.8658,-0.2821741253137588,0.2
232,What are your top priorities in regards to foreign policy?How will you strengthen America's national defense and handle relations with adversarial nations?,"up. To Biden, Putin can't be allowed to trump him when it comes to top-down foreign policy issues. I'm glad Im glad to support the president again.","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.8271}",0.8271,0.703094944357872,0.5
233,What reforms would you propose to improve the education system?,"I will. I will. So if you take a look at the education system, I want to get rid of Common Core. I consider it a very negative thing. I want  education going to the states. Ive been protesting Common Core from the very beginning. The Dept. of","{'neg': 0.146, 'neu': 0.798, 'pos': 0.056, 'compound': -0.7346}",-0.7346,-0.8667972674593329,-0.7
234,What reforms would you propose to improve the education system?,"Education has really done things that Ive been complaining about for a long time, very recently took a lot of their funding away from local schools, education, and with no real support. But Common Core is a total disaster. As far as the website is","{'neg': 0.178, 'neu': 0.784, 'pos': 0.038, 'compound': -0.7783}",-0.7783,-0.9344245363026856,-0.6
235,What reforms would you propose to improve the education system?,"concerned, I think hes maybe still got it up. I dont know, who knows? But the website is one of the most expensive travesties the world has ever seen. $5 billion or something, and its not working. He ought to be ashamed of himself and his whole","{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.631}",-0.631,-0.929021225310862,-0.7
236,What reforms would you propose to improve the education system?,group.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0130951106548309,0.0
237,How will you restore trust in government and ensure transparency in your administration?," its called transparency. And, whos going to vouch for you, Joe?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,-0.1137804314494133,-0.5
238,What policies will you pursue to ensure equality and protect the rights of all Americans?,"Im going to fight for equal pay for women, Ive fought for it before, and Ill fight for it now, and thats a very good thing.","{'neg': 0.345, 'neu': 0.561, 'pos': 0.094, 'compound': -0.7584}",-0.7584,0.9295214344747365,0.8
239,How will you lead the country through challenges and unite Americans with differing perspectives?,"All right, thank you, Secretary Clinton. So I will get ravings of others that dont met those standards. Lets get back to the issue of health.","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3612}",0.3612,-0.1686609387397766,0.0
240,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?","We will, number one, secure the border. Number two, all of the places that he's sent them and he's not going to do it for the right reason, we'll send them to sanctuary cities and we'll make them pay for them. We will immediately end all of Biden's","{'neg': 0.028, 'neu': 0.873, 'pos': 0.099, 'compound': 0.3818}",0.3818,-0.3614721819758415,-0.5
241,"What is your plan to manage immigration in a way that balances national security, economic needs, and humanitarian responsibilities?",open border policies. We'll restore my remain-in-Mexico policy. We'll reinstate all of the deportation systems,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.296}",0.296,0.3117231056094169,-0.5
242,How will you ensure equal opportunities for marginalized communities in our country?,"I will open every African American and Hispanic community in the country and I will tell you, because of what Ive done with them, jobs are at a record level. African Americans have the lowest unemployment number. And this is going to be the right","{'neg': 0.12, 'neu': 0.852, 'pos': 0.028, 'compound': -0.6369}",-0.6369,0.8021837221458554,0.6
243,How will you ensure equal opportunities for marginalized communities in our country?,number. [crosstalk].,"{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.0772}",0.0772,-0.1256978400051593,0.0
